Project_ID,State,District,Project_Type,Land_Required_Hectare,Land_Acquired_Hectare,Affected_Families,Displaced_Families,Sanction_Date,3A_Notification_Date,3D_Notification_Date,Award_Date,Payment_Date,Possession_Date,Compensation_Amount_Crore,RR_Amount_Crore,Compensation_Status,R&R_Progress_Percent,Legal_Disputes_Count,Possession_Status,Historical_Delay_Days,Risk_Score_0_100,Delay_Label,Data_Basis
BHNV-00569,West Bengal,Hooghly,Renewable Energy,18.72,11.1,40,5,2024-12-31,2026-12-14,2025-07-14,2027-12-24,2028-03-26,2028-04-12,19.9,0.93,Pending,98.9,1,Pending,205,33,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00570,Rajasthan,Alwar,Industrial Corridor,19.51,7.82,36,7,2024-03-31,2024-05-30,2027-07-03,2028-01-26,2028-10-09,2029-04-28,66.3,2.36,Pending,97.2,0,Pending,1060,68,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00571,Maharashtra,Thane,Urban Development,23.42,12.72,52,8,2020-03-31,2022-03-12,2021-12-11,2022-01-04,2023-06-03,2023-07-30,43.1,1.56,Pending,100.0,0,Pending,508,60,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00572,Tamil Nadu,Coimbatore,Industrial Corridor,54.36,47.52,98,17,2024-03-31,2024-06-12,2025-02-23,2030-09-25,2031-05-02,2033-01-16,157.26,4.63,Mostly paid,100.0,4,Partial possession,2557,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00573,Madhya Pradesh,Indore,Renewable Energy,112.84,76.36,199,40,2023-05-24,2024-12-28,2025-09-02,2028-12-26,2030-04-14,2032-06-11,157.26,15.62,Partially paid,91.2,7,Partial possession,2732,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00574,Odisha,Cuttack,National Highway,15.6,12.14,36,8,2025-06-13,2025-11-23,2026-09-13,2026-02-16,2027-03-20,2028-05-18,33.89,1.27,Partially paid,91.1,0,Partial possession,284,31,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00575,Karnataka,Bengaluru Urban,Renewable Energy,43.87,13.25,92,18,2021-02-14,2022-02-27,2022-06-30,2022-03-01,2023-02-11,2023-09-03,51.99,2.1,Pending,100.0,0,Pending,201,41,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00576,West Bengal,Howrah,Urban Development,26.16,16.53,44,7,2016-03-19,2016-11-22,2018-08-25,2020-08-22,2021-02-18,2021-04-15,66.16,3.32,Partially paid,100.0,1,Pending,777,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00577,Uttar Pradesh,Prayagraj,Railway,55.6,38.69,109,13,2022-09-28,2024-01-20,2023-04-14,2029-04-12,2029-10-04,2030-01-23,88.36,7.26,Partially paid,77.5,5,Partial possession,1904,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00578,Rajasthan,Kota,National Highway,135.57,83.78,254,58,2020-01-16,2021-07-02,2021-01-20,2022-01-14,2022-02-03,2024-03-30,202.72,12.86,Pending,92.9,10,Pending,953,63,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00579,Karnataka,Bengaluru Urban,Irrigation,23.56,17.56,42,6,2019-03-18,2019-07-11,2020-06-21,2024-05-05,2024-12-10,2026-12-24,28.19,2.81,Partially paid,96.6,0,Partial possession,1753,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00580,Uttar Pradesh,Prayagraj,Industrial Corridor,5.64,5.15,11,3,2017-09-30,2018-07-07,2021-04-09,2019-11-22,2021-05-21,2023-03-14,20.49,0.97,Mostly paid,86.0,0,Substantially complete,1227,49,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00581,Karnataka,Mysuru,Renewable Energy,63.05,34.37,98,22,2020-08-20,2021-06-10,2022-05-09,2026-01-18,2026-05-12,2028-03-13,199.63,3.03,Pending,100.0,3,Pending,1994,63,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00582,Odisha,Sambalpur,National Highway,13.03,8.76,20,3,2023-10-09,2025-04-13,2027-04-23,2027-11-03,2028-01-01,2029-06-15,17.99,0.91,Partially paid,100.0,0,Partial possession,1276,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00583,Uttar Pradesh,Lucknow,Renewable Energy,25.97,13.08,39,6,2018-11-27,2019-03-16,2022-01-14,2025-06-13,2026-09-27,2027-02-24,66.17,3.88,Pending,89.7,1,Pending,2422,63,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00584,Bihar,Muzaffarpur,National Highway,65.83,38.28,122,21,2024-11-02,2026-08-14,2026-08-03,2027-04-27,2027-12-24,2029-05-31,213.64,10.62,Partially paid,84.1,2,Pending,812,61,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00585,Gujarat,Ahmedabad,Urban Development,40.34,27.65,59,15,2022-07-08,2023-11-10,2024-06-01,2023-11-13,2024-10-07,2026-03-24,163.33,2.75,Partially paid,100.0,1,Partial possession,556,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00586,Bihar,Gaya,Urban Development,27.07,24.86,51,10,2022-05-24,2024-03-13,2024-12-11,2027-03-20,2027-05-25,2027-07-15,27.62,3.05,Mostly paid,100.0,2,Substantially complete,1377,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00587,Tamil Nadu,Madurai,Urban Development,16.85,3.79,22,3,2024-09-18,2025-06-26,2026-01-27,2029-06-16,2029-11-23,2031-07-09,36.07,0.7,Pending,100.0,1,Pending,1573,71,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00588,Gujarat,Rajkot,Renewable Energy,2.0,1.62,1,0,2020-09-21,2020-11-07,2023-11-24,2022-06-04,2023-03-26,2024-09-07,6.16,0.05,Mostly paid,100.0,1,Partial possession,772,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00589,Bihar,Patna,Irrigation,60.24,52.65,87,13,2020-06-29,2021-04-10,2022-02-13,2025-05-28,2025-10-12,2027-12-20,51.67,9.06,Partially paid,100.0,2,Partial possession,2106,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00590,Gujarat,Surat,Urban Development,23.27,17.49,46,7,2019-01-19,2019-10-20,2020-03-07,2021-05-28,2022-09-25,2022-12-06,39.58,2.95,Partially paid,92.0,0,Partial possession,339,38,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00591,Gujarat,Rajkot,National Highway,136.09,80.86,239,42,2021-03-04,2021-09-02,2022-10-14,2027-06-27,2028-05-03,2028-10-19,483.95,20.08,Pending,94.9,6,Pending,2109,64,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00592,Madhya Pradesh,Gwalior,Urban Development,44.61,9.96,87,11,2024-07-17,2026-04-16,2028-05-16,2030-06-14,2031-11-22,2032-03-28,94.4,3.13,Pending,89.3,0,Pending,2307,73,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00593,Rajasthan,Kota,Railway,17.44,15.71,27,4,2016-06-09,2017-11-20,2017-05-07,2022-08-08,2024-01-06,2025-04-24,19.4,1.03,Mostly paid,88.6,0,Substantially complete,2625,49,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00594,Rajasthan,Jaipur,Urban Development,87.08,66.0,159,30,2025-10-27,2027-02-26,2030-02-02,2031-12-25,2032-07-28,2034-04-07,271.55,18.14,Partially paid,90.9,2,Partial possession,2154,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00595,Madhya Pradesh,Jabalpur,Renewable Energy,94.74,84.7,176,36,2019-11-26,2021-11-22,2022-12-29,2021-06-16,2022-08-19,2024-09-27,163.45,18.33,Mostly paid,100.0,4,Partial possession,878,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00596,Karnataka,Mysuru,Irrigation,24.07,18.54,50,5,2020-09-29,2022-04-23,2022-11-01,2022-10-07,2024-05-26,2026-01-31,81.74,4.95,Partially paid,97.7,2,Partial possession,972,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00597,Maharashtra,Aurangabad,Railway,98.85,82.97,163,24,2016-11-15,2017-04-08,2017-10-24,2019-06-03,2020-08-12,2021-11-11,408.31,8.63,Partially paid,100.0,1,Partial possession,852,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00598,Karnataka,Bengaluru Urban,Renewable Energy,17.2,7.51,34,8,2024-02-19,2026-04-11,2025-01-24,2027-02-19,2028-08-06,2030-07-11,47.35,2.59,Pending,100.0,1,Pending,1485,65,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00599,Uttar Pradesh,Lucknow,Renewable Energy,35.15,19.81,52,10,2022-08-08,2024-10-14,2024-05-26,2026-01-26,2026-04-23,2026-12-21,106.04,3.6,Pending,87.6,2,Pending,1013,64,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00600,Uttar Pradesh,Gorakhpur,Renewable Energy,53.06,46.96,104,13,2025-08-14,2026-12-03,2029-06-10,2027-09-16,2028-09-09,2030-04-25,143.44,12.02,Mostly paid,100.0,0,Partial possession,615,49,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00601,Gujarat,Rajkot,National Highway,65.68,61.09,123,21,2022-11-27,2023-12-14,2023-05-20,2024-09-20,2024-10-31,2025-03-16,251.2,5.41,Mostly paid,100.0,5,Substantially complete,114,13,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00602,Bihar,Bhagalpur,Renewable Energy,55.79,46.78,101,16,2024-05-28,2026-03-13,2025-06-14,2027-10-14,2028-04-14,2030-02-28,94.53,11.59,Partially paid,92.1,3,Partial possession,1150,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00603,Bihar,Bhagalpur,National Highway,21.48,12.96,37,7,2018-02-04,2020-06-29,2018-08-09,2018-09-06,2020-04-27,2021-05-03,49.1,3.36,Pending,100.0,2,Pending,238,34,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00604,Rajasthan,Kota,Renewable Energy,89.45,66.79,160,29,2017-08-24,2019-03-17,2020-04-30,2021-11-24,2022-07-05,2023-04-13,367.78,9.82,Partially paid,100.0,6,Partial possession,1448,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00605,West Bengal,Howrah,Industrial Corridor,26.46,15.91,46,8,2022-06-17,2023-06-03,2025-04-11,2023-01-13,2024-07-23,2026-07-02,92.01,2.15,Pending,100.0,0,Pending,654,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00606,Karnataka,Mysuru,Railway,16.96,16.05,28,4,2020-04-04,2021-08-05,2023-09-28,2025-05-04,2026-11-14,2028-03-27,33.65,2.68,Mostly paid,100.0,2,Substantially complete,1891,47,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00607,Tamil Nadu,Madurai,Industrial Corridor,17.21,16.8,29,3,2017-08-11,2018-04-23,2021-02-04,2021-07-28,2022-06-17,2022-07-05,66.79,2.97,Mostly paid,97.5,0,Substantially complete,751,47,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00608,Odisha,Cuttack,Renewable Energy,208.51,188.13,368,85,2019-05-28,2021-07-21,2020-02-11,2024-10-08,2025-04-20,2026-08-25,351.06,20.52,Partially paid,88.0,5,Substantially complete,2042,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00609,Bihar,Bhagalpur,Railway,14.27,11.32,18,4,2020-08-24,2021-09-18,2022-02-20,2025-09-27,2026-12-23,2027-05-07,44.9,0.67,Partially paid,91.0,0,Partial possession,1862,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00610,Odisha,Sambalpur,Railway,109.03,58.39,201,32,2020-02-29,2021-09-11,2020-08-28,2025-07-15,2026-11-18,2028-12-13,473.07,13.91,Pending,91.3,3,Pending,2208,64,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00611,Gujarat,Surat,Irrigation,9.63,6.34,17,2,2022-07-18,2024-11-27,2025-08-21,2024-07-28,2025-09-10,2027-01-23,28.18,1.14,Partially paid,100.0,0,Partial possession,645,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00612,Odisha,Bhubaneswar,Industrial Corridor,48.81,44.1,89,19,2018-06-24,2018-11-12,2019-04-01,2023-03-19,2024-09-25,2025-05-16,183.43,8.24,Mostly paid,78.3,2,Substantially complete,1863,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00613,Tamil Nadu,Coimbatore,Irrigation,40.33,24.71,84,19,2020-07-08,2021-03-06,2023-03-04,2025-11-01,2026-01-11,2027-12-20,142.01,9.85,Pending,90.1,3,Pending,1726,62,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00614,Madhya Pradesh,Ujjain,Railway,151.6,75.84,273,52,2019-01-22,2019-10-11,2021-12-22,2022-11-02,2023-05-09,2024-02-25,606.88,19.96,Pending,92.8,9,Pending,975,66,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00615,Tamil Nadu,Chennai,National Highway,15.57,11.92,30,3,2024-10-09,2025-04-15,2026-05-09,2029-03-19,2030-02-22,2030-11-20,68.27,2.8,Partially paid,93.2,0,Partial possession,1085,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00616,Odisha,Puri,Railway,11.81,9.7,21,3,2020-03-04,2021-10-26,2020-12-11,2023-04-06,2024-03-07,2025-01-19,10.42,1.16,Partially paid,100.0,1,Partial possession,820,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00617,Tamil Nadu,Chennai,Irrigation,26.67,16.71,40,6,2016-06-20,2017-06-08,2020-05-27,2020-12-02,2021-06-17,2021-08-13,24.09,3.2,Partially paid,100.0,1,Pending,838,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00618,Maharashtra,Nashik,Industrial Corridor,158.35,147.73,303,49,2017-09-17,2018-01-17,2018-06-17,2021-04-21,2021-12-26,2023-06-23,474.95,9.55,Partially paid,100.0,8,Substantially complete,930,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00619,Gujarat,Vadodara,Renewable Energy,12.38,6.54,23,2,2021-08-07,2022-05-11,2021-11-28,2027-04-27,2027-11-13,2029-11-06,53.61,2.33,Pending,100.0,0,Pending,2401,62,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00620,Karnataka,Mangaluru,Renewable Energy,2.25,1.24,3,1,2024-06-07,2026-05-07,2028-04-30,2027-06-06,2028-03-12,2030-02-13,5.84,0.16,Partially paid,78.9,0,Pending,1132,62,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00621,Madhya Pradesh,Ujjain,Industrial Corridor,31.81,25.74,62,15,2017-11-12,2018-05-01,2018-05-03,2024-03-26,2025-03-04,2026-10-27,124.29,1.74,Partially paid,97.7,1,Partial possession,2485,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00622,Bihar,Muzaffarpur,Renewable Energy,77.44,52.35,130,29,2019-09-06,2020-11-12,2021-05-11,2026-03-25,2027-04-08,2029-03-15,281.98,15.48,Pending,96.2,5,Partial possession,2778,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00623,Uttar Pradesh,Lucknow,Renewable Energy,10.87,9.3,25,6,2024-09-04,2026-10-05,2026-08-06,2030-11-13,2030-12-21,2031-06-03,28.74,2.75,Mostly paid,88.0,0,Partial possession,1585,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00624,Karnataka,Mysuru,Irrigation,69.96,57.31,133,20,2024-11-14,2026-01-21,2026-01-30,2029-12-12,2030-09-13,2032-05-13,188.8,5.29,Partially paid,95.2,1,Partial possession,1725,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00625,Uttar Pradesh,Gorakhpur,Industrial Corridor,10.63,10.14,27,7,2021-06-06,2023-10-01,2025-08-03,2021-12-24,2022-12-28,2023-01-21,25.65,1.52,Mostly paid,100.0,2,Substantially complete,0,2,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00626,Gujarat,Vadodara,Urban Development,25.88,13.28,58,9,2016-11-06,2018-07-29,2018-01-12,2023-03-08,2023-10-04,2024-05-17,44.85,6.59,Pending,99.2,1,Pending,2062,63,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00627,Madhya Pradesh,Ujjain,National Highway,63.6,51.03,113,26,2024-02-09,2026-01-05,2025-05-08,2029-02-07,2030-06-26,2032-04-22,252.95,11.26,Mostly paid,100.0,4,Partial possession,2139,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00628,Rajasthan,Jaipur,National Highway,9.14,7.42,11,3,2021-04-19,2022-07-06,2023-11-21,2026-07-15,2027-06-27,2028-03-27,14.4,1.22,Pending,97.8,0,Partial possession,1794,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00629,Bihar,Muzaffarpur,Renewable Energy,35.93,21.73,65,14,2025-05-07,2026-08-19,2026-01-24,2027-06-17,2028-05-17,2029-06-17,149.31,4.96,Partially paid,100.0,0,Pending,810,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00630,Maharashtra,Aurangabad,National Highway,100.99,52.72,184,30,2022-10-13,2023-07-02,2023-05-16,2024-07-09,2025-10-13,2026-11-20,215.21,8.15,Pending,87.9,2,Pending,890,64,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00631,Rajasthan,Kota,Industrial Corridor,48.13,33.16,93,20,2023-12-15,2024-07-24,2028-02-18,2029-03-09,2030-04-04,2032-04-27,43.22,3.97,Pending,100.0,1,Partial possession,2058,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00632,Gujarat,Ahmedabad,Industrial Corridor,14.58,10.78,19,5,2021-06-08,2021-10-14,2024-09-22,2023-01-11,2023-08-16,2024-07-31,20.75,1.38,Partially paid,100.0,1,Partial possession,27,11,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00633,Karnataka,Mangaluru,Railway,136.83,80.74,249,37,2020-03-03,2020-07-23,2024-06-20,2025-06-18,2025-09-30,2025-10-19,558.94,27.99,Pending,98.9,5,Pending,1492,61,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00634,Maharashtra,Nashik,Railway,57.88,41.24,87,10,2016-10-11,2018-07-21,2019-11-16,2020-04-16,2020-10-24,2021-01-29,73.81,7.23,Partially paid,93.6,4,Partial possession,1007,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00635,Tamil Nadu,Madurai,National Highway,4.66,3.11,11,2,2019-07-07,2021-01-22,2022-08-26,2025-05-25,2025-07-10,2025-07-30,16.47,0.26,Partially paid,100.0,0,Partial possession,1399,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00636,Odisha,Cuttack,Urban Development,71.11,46.72,121,24,2022-12-17,2023-10-23,2025-05-25,2027-06-08,2028-02-20,2028-08-04,104.99,9.2,Partially paid,100.0,4,Partial possession,1463,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00637,Maharashtra,Nashik,Railway,16.92,15.2,28,3,2016-12-20,2019-01-04,2018-09-23,2020-07-18,2020-10-10,2022-10-29,44.77,2.26,Mostly paid,98.7,0,Partial possession,1181,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00638,Gujarat,Surat,Railway,36.47,16.02,68,7,2022-03-11,2023-09-14,2023-08-06,2022-12-09,2023-03-04,2023-09-15,56.87,5.31,Pending,83.9,0,Pending,0,21,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00639,West Bengal,Kolkata,Industrial Corridor,82.11,56.23,159,32,2023-11-04,2024-11-17,2025-12-24,2028-01-16,2028-07-06,2030-09-03,166.91,14.17,Partially paid,100.0,1,Partial possession,1800,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00640,Odisha,Bhubaneswar,Urban Development,17.29,7.47,23,3,2016-07-18,2017-06-28,2018-07-29,2022-10-08,2024-04-23,2026-06-24,21.82,1.14,Pending,92.6,0,Pending,2579,66,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00641,Uttar Pradesh,Agra,Renewable Energy,5.78,4.53,13,1,2025-01-20,2027-02-05,2029-04-01,2029-06-08,2030-05-14,2030-11-11,16.51,0.45,Partially paid,100.0,0,Partial possession,1583,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00642,Bihar,Bhagalpur,National Highway,135.04,63.9,219,33,2023-12-10,2025-05-22,2026-01-16,2026-10-09,2026-11-27,2028-03-25,290.82,20.81,Pending,100.0,4,Pending,919,64,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00643,Uttar Pradesh,Lucknow,Railway,96.02,70.58,182,22,2021-12-23,2023-07-12,2022-04-23,2025-10-26,2027-03-04,2027-06-04,206.66,7.21,Partially paid,100.0,5,Partial possession,1114,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00644,Maharashtra,Aurangabad,Urban Development,27.46,22.51,50,6,2021-03-28,2023-02-07,2025-06-01,2023-11-26,2025-03-14,2026-05-14,25.89,1.57,Partially paid,100.0,1,Partial possession,698,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00645,Uttar Pradesh,Varanasi,Urban Development,70.35,65.48,122,29,2018-08-05,2020-05-30,2021-07-08,2022-12-25,2024-02-28,2025-09-18,91.71,6.82,Mostly paid,90.6,4,Substantially complete,1736,49,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00646,Gujarat,Rajkot,National Highway,20.71,18.85,34,6,2023-04-29,2024-08-06,2026-10-30,2024-01-30,2025-09-06,2027-04-17,70.78,3.51,Mostly paid,100.0,1,Substantially complete,494,45,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00647,Tamil Nadu,Chennai,Urban Development,33.02,26.4,62,12,2018-07-05,2020-01-08,2019-09-07,2021-12-28,2023-03-06,2024-04-04,62.13,1.75,Partially paid,79.6,1,Partial possession,1325,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00648,Karnataka,Mysuru,Urban Development,25.94,23.37,43,12,2025-07-25,2027-10-10,2028-09-12,2029-12-14,2031-05-23,2032-04-14,63.18,1.7,Partially paid,91.5,2,Substantially complete,1401,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00649,Bihar,Gaya,Urban Development,21.56,8.59,46,12,2019-09-26,2021-06-09,2024-02-07,2025-01-09,2026-01-26,2027-03-11,78.12,3.11,Pending,97.6,0,Pending,1714,65,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00650,Uttar Pradesh,Prayagraj,Railway,42.92,33.1,94,17,2021-01-26,2022-05-14,2024-11-13,2023-12-31,2024-08-08,2026-02-16,104.97,4.58,Partially paid,99.5,5,Partial possession,1110,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00651,Uttar Pradesh,Gorakhpur,National Highway,8.95,8.65,11,1,2016-12-07,2019-04-07,2020-11-02,2020-06-12,2021-06-22,2021-07-10,14.63,1.01,Mostly paid,85.7,0,Substantially complete,772,47,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00652,Maharashtra,Nashik,Urban Development,23.3,13.17,44,16,2017-01-22,2018-11-03,2019-10-20,2021-05-21,2022-08-14,2022-12-15,66.04,3.85,Partially paid,83.0,2,Pending,1491,62,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00653,Karnataka,Mangaluru,Urban Development,41.04,34.62,76,15,2016-01-04,2016-08-28,2018-04-06,2019-03-22,2020-11-03,2021-02-18,154.49,7.92,Partially paid,100.0,5,Partial possession,1053,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00654,Rajasthan,Jaipur,Railway,188.31,94.45,338,64,2017-11-07,2020-03-16,2022-03-14,2021-10-02,2022-07-13,2022-11-03,568.45,13.65,Pending,100.0,6,Pending,704,65,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00655,Uttar Pradesh,Lucknow,National Highway,9.32,6.49,16,2,2020-07-20,2022-09-13,2024-01-28,2026-01-12,2026-09-16,2027-04-10,21.95,1.36,Partially paid,92.4,0,Partial possession,1339,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00656,Gujarat,Rajkot,Industrial Corridor,50.43,25.11,89,20,2022-09-12,2023-07-14,2026-02-22,2028-02-23,2028-06-22,2029-06-04,63.78,8.68,Pending,86.8,4,Pending,1889,65,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00657,West Bengal,Hooghly,Railway,56.27,34.62,95,17,2025-07-25,2027-01-02,2026-07-11,2030-05-18,2030-06-19,2031-01-31,96.8,2.5,Partially paid,100.0,1,Pending,1408,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00658,Bihar,Patna,National Highway,4.59,2.72,4,1,2022-09-24,2024-12-04,2023-07-25,2026-07-13,2027-12-04,2029-08-04,19.74,0.09,Pending,100.0,0,Pending,1827,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00659,Uttar Pradesh,Gorakhpur,Urban Development,45.17,25.33,69,16,2016-07-31,2017-06-22,2020-06-25,2020-01-03,2020-10-03,2021-05-12,165.13,5.24,Pending,97.6,3,Pending,1115,61,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00660,Gujarat,Vadodara,National Highway,72.26,51.35,138,29,2017-07-13,2018-08-20,2021-04-08,2018-12-08,2020-04-20,2022-01-21,81.22,10.87,Partially paid,79.8,5,Partial possession,635,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00661,Gujarat,Rajkot,National Highway,53.98,32.44,99,20,2017-07-11,2019-03-07,2020-01-28,2022-06-03,2023-04-26,2025-06-12,44.29,5.87,Partially paid,98.5,2,Pending,1939,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00662,Bihar,Bhagalpur,Renewable Energy,27.55,21.16,40,10,2023-02-18,2023-09-19,2025-07-27,2027-04-05,2027-07-30,2029-03-08,39.92,0.94,Partially paid,100.0,1,Partial possession,1303,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00663,Rajasthan,Ajmer,National Highway,41.81,19.53,81,13,2024-07-16,2024-09-15,2027-10-13,2028-09-14,2030-03-19,2031-03-24,179.47,4.88,Pending,97.7,2,Pending,1282,63,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00664,Gujarat,Ahmedabad,Industrial Corridor,35.51,26.41,53,6,2024-12-02,2025-10-10,2026-06-19,2031-01-03,2031-07-16,2032-04-08,104.62,4.46,Partially paid,90.6,0,Partial possession,2000,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00665,West Bengal,Howrah,National Highway,5.53,2.54,8,3,2022-12-24,2025-05-07,2026-11-18,2027-04-14,2028-09-19,2030-05-17,21.58,0.72,Pending,100.0,1,Pending,1745,63,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00666,Gujarat,Rajkot,Industrial Corridor,36.35,22.98,74,13,2023-05-15,2024-08-18,2027-09-26,2025-08-27,2026-12-31,2027-07-29,91.65,5.13,Partially paid,84.4,1,Pending,532,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00667,Gujarat,Rajkot,Urban Development,20.76,11.26,44,5,2021-06-17,2022-12-17,2022-10-23,2025-05-17,2026-07-05,2027-04-07,80.1,3.19,Partially paid,89.1,1,Pending,953,61,1,Synthetic prototype; fields modeled on public government land-acquisition systems
