Land_Required_Hectare,Land_Acquired_Hectare,Affected_Families,Displaced_Families,Compensation_Amount_Crore,RR_Amount_Crore,R&R_Progress_Percent,Legal_Disputes_Count,Historical_Delay_Days,Risk_Score_0_100,Delay_Label,Land_Acquisition_Ratio,Displacement_Ratio,Total_Compensation_Crore,Sanction_Date_Year,Sanction_Date_Month,3A_Notification_Date_Year,3A_Notification_Date_Month,3D_Notification_Date_Year,3D_Notification_Date_Month,Award_Date_Year,Award_Date_Month,Payment_Date_Year,Payment_Date_Month,Possession_Date_Year,Possession_Date_Month,State_Gujarat,State_Karnataka,State_Madhya Pradesh,State_Maharashtra,State_Odisha,State_Rajasthan,State_Tamil Nadu,State_Uttar Pradesh,State_West Bengal,District_Ahmedabad,District_Ajmer,District_Alwar,District_Aurangabad,District_Bardhaman,District_Bengaluru Urban,District_Bhagalpur,District_Bhopal,District_Bhubaneswar,District_Chennai,District_Coimbatore,District_Cuttack,District_Gaya,District_Gorakhpur,District_Gwalior,District_Hooghly,District_Howrah,District_Indore,District_Jabalpur,District_Jaipur,District_Jodhpur,District_Kanpur Nagar,District_Kolkata,District_Kota,District_Lucknow,District_Madurai,District_Mangaluru,District_Muzaffarpur,District_Mysuru,District_Nagpur,District_Nashik,District_Patna,District_Prayagraj,District_Pune,District_Puri,District_Rajkot,District_Salem,District_Sambalpur,District_Surat,District_Thane,District_Ujjain,District_Vadodara,District_Varanasi,Project_Type_Irrigation,Project_Type_National Highway,Project_Type_Railway,Project_Type_Renewable Energy,Project_Type_Urban Development,Compensation_Status_Partially paid,Compensation_Status_Pending,Possession_Status_Pending,Possession_Status_Substantially complete
53.35,47.47,98,22,187.88,4.06,100.0,4,771,51,0,0.8897844423617619,0.22448979591836735,191.94,2023,7,2024,6,2027,10,2025,5,2025,7,2027,7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
7.81,7.62,17,3,31.92,1.19,90.8,0,0,2,0,0.9756722151088348,0.17647058823529413,33.11,2016,4,2017,10,2019,9,2017,1,2017,8,2018,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
49.67,31.6,94,18,46.05,11.05,100.0,4,678,59,0,0.6361989128246427,0.19148936170212766,57.099999999999994,2017,1,2017,10,2017,8,2020,5,2020,11,2021,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
90.28,30.68,152,23,105.59,16.16,76.7,2,2084,72,1,0.33983163491360213,0.1513157894736842,121.75,2022,6,2024,7,2023,9,2028,8,2029,8,2029,11,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
207.54,146.34,375,71,732.53,14.69,95.0,17,974,62,1,0.7051170858629662,0.18933333333333333,747.22,2020,8,2021,7,2023,4,2022,2,2023,5,2025,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
121.56,68.45,208,42,436.07,7.9,81.3,6,919,64,1,0.5630964132938466,0.20192307692307693,443.96999999999997,2018,11,2020,1,2019,5,2021,12,2022,3,2024,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
52.16,47.84,92,8,158.54,9.46,100.0,4,830,49,0,0.9171779141104296,0.08695652173913043,168.0,2018,2,2019,8,2020,9,2020,12,2021,10,2021,12,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6.4,4.45,9,0,22.41,0.36,91.2,0,1142,58,0,0.6953125,0.0,22.77,2017,11,2018,4,2020,6,2021,3,2022,10,2024,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
34.2,27.37,69,16,135.94,4.5,86.6,3,1154,56,0,0.8002923976608187,0.2318840579710145,140.44,2016,1,2018,4,2018,2,2019,4,2019,9,2020,11,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
16.57,15.58,26,3,46.7,0.99,84.4,0,147,17,0,0.9402534701267351,0.11538461538461539,47.690000000000005,2016,1,2018,1,2018,4,2017,1,2017,8,2018,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
37.9,32.77,73,20,163.16,1.57,100.0,2,1185,50,0,0.8646437994722956,0.273972602739726,164.73,2024,10,2026,10,2029,1,2027,9,2028,6,2029,11,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
8.88,6.67,18,4,29.91,1.94,100.0,1,586,53,0,0.7511261261261261,0.2222222222222222,31.85,2020,4,2021,9,2020,10,2022,10,2023,12,2024,11,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
24.28,16.41,42,6,61.82,4.11,92.6,1,1172,58,0,0.6758649093904447,0.14285714285714285,65.93,2024,10,2026,8,2026,2,2028,2,2029,3,2030,8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
17.86,6.53,25,4,42.14,1.68,97.7,1,1952,66,1,0.36562150055991044,0.16,43.82,2019,10,2021,5,2021,7,2024,1,2025,2,2026,10,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
17.32,9.17,40,5,61.93,1.44,95.5,2,686,61,1,0.5294457274826789,0.125,63.37,2017,4,2018,5,2018,5,2018,6,2019,3,2020,11,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
17.49,16.01,38,12,54.79,3.82,100.0,1,1034,47,0,0.9153802172670099,0.3157894736842105,58.61,2025,1,2026,7,2027,1,2029,2,2029,8,2030,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
26.16,18.75,51,12,100.05,2.85,81.4,0,657,58,0,0.716743119266055,0.23529411764705882,102.89999999999999,2022,4,2023,11,2024,7,2026,4,2026,5,2027,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
39.89,27.88,65,6,147.18,5.6,67.2,3,160,28,0,0.6989220355978941,0.09230769230769231,152.78,2023,3,2023,11,2026,6,2024,9,2025,5,2026,11,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2.46,1.93,2,1,6.74,0.1,98.8,0,912,53,0,0.7845528455284553,0.5,6.84,2019,9,2021,3,2020,6,2023,8,2024,6,2024,11,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
2.78,2.41,3,1,11.95,0.19,94.6,0,732,50,0,0.866906474820144,0.3333333333333333,12.139999999999999,2016,12,2019,4,2020,2,2018,6,2019,8,2020,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
21.36,18.42,32,3,72.75,2.35,98.8,1,960,53,0,0.8623595505617978,0.09375,75.1,2019,10,2020,8,2023,5,2023,7,2024,6,2025,7,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
24.59,22.48,39,8,37.94,3.75,84.1,1,2644,51,0,0.9141927612850752,0.20512820512820512,41.69,2024,5,2025,5,2024,8,2030,1,2031,7,2033,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
36.2,32.26,67,13,111.8,6.91,88.6,3,594,50,0,0.891160220994475,0.19402985074626866,118.71,2018,2,2018,5,2020,7,2020,1,2020,8,2021,6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14.47,3.5,24,3,22.38,1.54,100.0,0,606,72,1,0.24187975120939875,0.125,23.919999999999998,2016,7,2017,4,2017,12,2018,8,2019,6,2020,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
30.25,25.57,47,10,86.75,2.04,100.0,2,449,43,0,0.8452892561983472,0.2127659574468085,88.79,2016,9,2017,7,2019,6,2017,9,2017,12,2019,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
34.01,25.33,57,6,126.61,2.02,100.0,2,2026,54,0,0.7447809467803587,0.10526315789473684,128.63,2017,10,2018,9,2019,9,2023,12,2024,7,2025,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
14.37,10.16,26,5,54.7,1.41,67.2,1,1893,59,0,0.7070285316631872,0.19230769230769232,56.11,2018,9,2019,11,2019,6,2024,1,2024,7,2025,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
82.55,71.63,160,18,264.82,16.03,89.4,6,1798,53,0,0.8677165354330708,0.1125,280.85,2017,7,2018,4,2021,2,2022,3,2023,1,2023,11,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
35.77,26.13,63,17,132.29,2.99,100.0,1,2157,55,0,0.7305004193458204,0.2698412698412698,135.28,2023,8,2025,1,2027,1,2028,5,2029,5,2031,6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
51.78,45.84,87,18,131.9,2.15,100.0,5,1228,50,0,0.8852838933951332,0.20689655172413793,134.05,2020,3,2022,4,2024,4,2023,6,2023,8,2025,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
32.1,28.75,49,6,91.08,3.74,89.8,1,1323,50,0,0.895638629283489,0.12244897959183673,94.82,2020,5,2020,9,2022,4,2024,8,2025,6,2026,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
245.59,140.51,431,84,995.76,10.07,81.1,16,1433,68,1,0.5721324158149761,0.19489559164733178,1005.83,2017,2,2017,11,2019,9,2021,12,2022,4,2024,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
54.4,29.53,96,20,142.77,10.42,88.4,4,2126,61,1,0.5428308823529412,0.20833333333333334,153.19,2022,6,2023,5,2023,9,2028,7,2029,3,2030,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
18.39,9.86,25,2,38.59,2.2,100.0,0,2822,59,0,0.5361609570418705,0.08,40.790000000000006,2021,12,2022,12,2025,4,2027,10,2029,4,2031,5,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
68.1,66.72,138,29,255.3,6.3,94.3,4,1831,49,0,0.9797356828193833,0.21014492753623187,261.6,2019,12,2021,4,2022,10,2025,8,2025,11,2026,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
5.83,5.63,13,5,5.75,0.87,98.7,0,1570,47,0,0.9656946826758147,0.38461538461538464,6.62,2022,2,2022,4,2022,6,2027,1,2027,6,2028,12,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
33.77,23.13,59,12,146.76,5.54,100.0,2,1102,56,0,0.684927450399763,0.2033898305084746,152.29999999999998,2019,1,2021,5,2020,3,2023,3,2024,3,2025,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
41.23,27.85,71,10,84.86,7.92,100.0,2,1148,55,0,0.6754790201309727,0.14084507042253522,92.78,2020,2,2022,7,2022,12,2022,8,2023,10,2025,11,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
34.16,25.53,58,9,106.91,6.23,94.6,1,1012,55,0,0.7473653395784544,0.15517241379310345,113.14,2021,4,2021,6,2022,12,2025,11,2026,2,2027,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
21.46,13.28,30,5,71.59,0.81,97.1,1,714,60,0,0.6188257222739981,0.16666666666666666,72.4,2025,2,2027,3,2026,11,2028,7,2028,12,2029,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
10.89,9.67,19,4,14.24,0.53,93.4,0,0,7,0,0.8879706152433424,0.21052631578947367,14.77,2018,11,2020,8,2020,5,2019,8,2020,3,2021,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
13.61,13.01,24,5,52.32,1.91,90.5,0,1996,49,0,0.9559147685525349,0.20833333333333334,54.23,2019,6,2020,2,2020,5,2025,8,2025,9,2026,4,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
33.18,28.99,61,11,96.78,4.25,81.5,1,2129,51,0,0.873719107896323,0.18032786885245902,101.03,2025,4,2026,2,2027,4,2029,8,2030,12,2032,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9.84,8.6,25,4,19.81,1.23,100.0,0,2392,49,0,0.8739837398373983,0.16,21.04,2023,4,2023,9,2026,4,2028,10,2030,4,2031,11,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
175.94,153.6,291,46,694.53,34.23,89.9,5,2745,51,0,0.8730248948505172,0.15807560137457044,728.76,2024,5,2025,2,2027,2,2030,12,2032,3,2033,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2.14,1.31,7,2,6.66,0.66,91.0,0,941,58,0,0.6121495327102804,0.2857142857142857,7.32,2023,12,2026,4,2025,3,2027,7,2028,3,2028,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
21.68,15.95,41,8,80.38,3.64,100.0,1,795,54,0,0.73570110701107,0.1951219512195122,84.02,2016,8,2018,8,2020,9,2019,2,2019,8,2020,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
33.46,27.62,51,4,149.62,1.94,97.0,3,1285,52,0,0.8254632396891811,0.0784313725490196,151.56,2022,6,2024,1,2022,10,2028,6,2028,10,2029,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
49.77,44.94,94,13,63.81,4.55,100.0,0,2060,50,0,0.9029535864978901,0.13829787234042554,68.36,2019,5,2019,7,2023,6,2025,3,2026,4,2026,9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
11.99,10.04,20,3,42.85,1.61,74.7,0,2121,52,0,0.8373644703919932,0.15,44.46,2024,5,2024,11,2027,1,2030,11,2030,12,2032,4,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
93.16,79.69,181,29,335.69,18.02,97.7,2,1271,51,0,0.855410047230571,0.16022099447513813,353.71,2021,5,2022,11,2024,10,2025,3,2026,8,2027,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
7.43,6.92,13,3,29.99,1.47,94.6,0,470,41,0,0.9313593539703904,0.23076923076923078,31.459999999999997,2016,12,2017,4,2017,10,2018,8,2019,6,2020,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
17.01,10.62,31,4,39.29,2.78,100.0,0,1877,58,0,0.6243386243386242,0.12903225806451613,42.07,2017,8,2018,5,2021,10,2023,6,2024,7,2025,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
55.74,37.69,79,19,223.95,4.89,100.0,1,1363,55,0,0.6761750986724075,0.24050632911392406,228.83999999999997,2019,5,2020,7,2022,2,2022,10,2023,11,2024,9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
84.79,39.87,133,27,268.58,11.85,100.0,5,0,21,0,0.4702205448755749,0.20300751879699247,280.43,2021,6,2022,11,2025,3,2023,6,2023,12,2024,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
7.36,5.77,12,1,7.76,0.32,86.3,1,1264,54,0,0.7839673913043478,0.08333333333333333,8.08,2018,6,2019,10,2019,6,2021,11,2023,7,2024,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
422.01,382.73,746,143,386.82,59.69,78.3,25,661,58,0,0.906921636928035,0.19168900804289543,446.51,2021,10,2023,5,2022,9,2023,2,2023,10,2025,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
12.21,8.02,22,8,31.52,2.41,100.0,0,1908,55,0,0.6568386568386567,0.36363636363636365,33.93,2020,4,2022,1,2024,3,2025,9,2026,12,2027,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
8.07,7.11,16,3,29.92,1.34,100.0,0,0,3,0,0.8810408921933086,0.1875,31.26,2017,12,2019,6,2022,1,2018,11,2019,4,2019,6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
49.54,24.63,97,22,110.06,2.01,96.8,2,623,63,1,0.49717400080742835,0.2268041237113402,112.07000000000001,2021,6,2022,7,2022,6,2022,9,2023,10,2025,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
21.15,14.22,38,6,83.58,3.4,100.0,0,862,57,0,0.672340425531915,0.15789473684210525,86.98,2018,12,2019,4,2021,10,2020,6,2021,4,2022,9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
18.25,16.96,42,10,47.83,3.89,100.0,1,1520,47,0,0.9293150684931507,0.23809523809523808,51.72,2025,8,2027,7,2028,3,2031,10,2032,6,2032,11,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
54.36,33.01,92,11,48.78,6.82,100.0,3,974,60,0,0.6072479764532744,0.11956521739130435,55.6,2019,4,2021,4,2023,5,2022,3,2023,7,2023,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
