Project_ID,State,District,Project_Type,Land_Required_Hectare,Land_Acquired_Hectare,Affected_Families,Displaced_Families,Sanction_Date,3A_Notification_Date,3D_Notification_Date,Award_Date,Payment_Date,Possession_Date,Compensation_Amount_Crore,RR_Amount_Crore,Compensation_Status,R&R_Progress_Percent,Legal_Disputes_Count,Possession_Status,Historical_Delay_Days,Risk_Score_0_100,Delay_Label,Data_Basis,date_issue
BHNV-00507,Rajasthan,Ajmer,Renewable Energy,66.05,44.24,130,23,2022-08-28,2024-05-05,2024-05-10,2026-07-09,2026-09-01,2028-10-21,112.61,3.26,Partially paid,73.3,4,Partial possession,1676,60,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00509,Madhya Pradesh,Indore,Railway,35.28,29.23,57,10,2018-03-21,2019-05-05,2021-05-03,2023-04-27,2024-07-04,2025-05-06,93.35,3.96,Partially paid,93.2,5,Partial possession,1523,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00510,Karnataka,Mysuru,National Highway,9.06,3.92,20,3,2019-08-04,2019-09-22,2021-07-11,2023-02-20,2023-05-15,2023-11-01,40.05,1.5,Pending,80.6,1,Pending,667,67,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00516,Tamil Nadu,Coimbatore,Renewable Energy,45.25,33.82,85,16,2024-05-25,2026-03-01,2027-01-28,2029-03-05,2029-08-13,2031-10-02,104.35,2.16,Partially paid,100.0,1,Partial possession,2053,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00519,Rajasthan,Ajmer,National Highway,44.86,41.83,85,13,2021-09-08,2022-03-16,2022-04-24,2026-08-26,2026-11-15,2027-01-03,139.88,3.01,Mostly paid,100.0,0,Substantially complete,974,47,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00520,Karnataka,Mangaluru,Industrial Corridor,17.3,14.71,31,2,2022-05-02,2024-10-07,2024-10-18,2028-08-01,2028-09-14,2029-02-04,69.28,2.2,Partially paid,100.0,1,Partial possession,1620,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00523,Madhya Pradesh,Gwalior,Railway,99.2,83.76,167,29,2016-02-08,2016-07-04,2017-12-09,2018-09-18,2019-11-12,2020-10-10,107.48,3.63,Partially paid,100.0,0,Partial possession,1004,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00524,Gujarat,Ahmedabad,National Highway,6.85,3.11,18,1,2016-06-21,2017-08-14,2019-09-29,2022-01-09,2022-05-24,2022-09-10,20.36,1.31,Pending,100.0,1,Pending,1741,65,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00525,West Bengal,Hooghly,National Highway,20.48,18.48,35,6,2018-01-29,2020-05-31,2021-02-15,2022-10-30,2022-11-24,2023-07-16,75.29,1.63,Mostly paid,100.0,5,Substantially complete,838,49,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00529,Tamil Nadu,Salem,Urban Development,8.59,6.85,15,5,2017-11-22,2019-01-01,2019-06-06,2023-08-01,2023-12-12,2024-02-01,17.02,1.76,Partially paid,100.0,0,Partial possession,1627,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00531,West Bengal,Bardhaman,National Highway,7.37,6.21,20,5,2022-03-06,2023-11-20,2024-09-13,2025-11-05,2026-06-22,2028-03-19,12.0,2.01,Partially paid,93.4,1,Partial possession,1018,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00533,Gujarat,Surat,Irrigation,40.35,24.8,62,15,2021-08-14,2021-10-24,2024-06-23,2027-11-26,2029-02-01,2031-01-06,44.96,1.71,Partially paid,100.0,0,Pending,2344,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00535,West Bengal,Kolkata,Railway,19.24,14.44,35,11,2016-08-01,2017-12-13,2020-05-05,2021-03-19,2022-01-16,2022-06-13,64.93,4.02,Partially paid,100.0,2,Partial possession,1359,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00537,Karnataka,Mysuru,Urban Development,22.69,18.04,33,2,2018-07-08,2018-12-14,2021-10-15,2024-08-30,2025-06-01,2027-04-07,76.24,1.62,Partially paid,100.0,1,Partial possession,2236,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00541,Bihar,Gaya,Irrigation,97.84,67.46,172,31,2023-06-07,2025-03-26,2025-08-13,2027-01-28,2027-07-09,2028-05-23,299.74,10.93,Partially paid,77.9,8,Partial possession,718,60,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00542,West Bengal,Hooghly,Urban Development,159.8,114.57,273,62,2018-03-10,2019-02-28,2019-03-17,2022-01-21,2022-03-06,2022-12-28,613.18,6.79,Partially paid,96.1,10,Partial possession,614,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00543,Odisha,Cuttack,National Highway,11.19,7.97,12,2,2022-06-22,2023-12-12,2024-03-12,2027-11-27,2029-02-21,2030-08-15,38.63,1.25,Partially paid,98.5,1,Partial possession,2286,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00545,Karnataka,Bengaluru Urban,Irrigation,18.4,15.65,31,5,2017-07-29,2018-07-18,2020-11-15,2022-12-07,2023-02-22,2024-03-01,25.49,0.9,Partially paid,100.0,1,Partial possession,1313,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00546,Maharashtra,Aurangabad,Irrigation,51.09,39.84,87,14,2020-09-23,2023-01-07,2024-01-04,2025-11-15,2027-02-02,2028-02-29,100.57,4.82,Partially paid,100.0,2,Partial possession,1875,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00548,Maharashtra,Pune,Railway,25.92,21.33,56,11,2019-12-18,2021-06-15,2024-04-18,2025-09-02,2026-02-20,2026-12-12,31.53,2.44,Partially paid,95.1,1,Partial possession,1527,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00550,Gujarat,Surat,Urban Development,66.76,43.85,136,24,2016-03-31,2018-05-15,2020-04-08,2020-08-27,2021-05-22,2021-06-16,163.41,9.36,Partially paid,89.8,1,Partial possession,1162,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00551,Bihar,Bhagalpur,Urban Development,9.88,6.98,13,2,2018-12-01,2019-09-10,2019-11-14,2020-03-08,2020-09-25,2022-08-15,16.38,1.32,Partially paid,100.0,0,Partial possession,514,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00552,Rajasthan,Alwar,Railway,94.35,42.75,162,24,2018-01-30,2018-11-03,2019-05-31,2024-06-24,2025-07-22,2027-07-01,145.2,3.82,Pending,84.9,4,Pending,2270,66,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00554,Uttar Pradesh,Kanpur Nagar,National Highway,16.81,13.81,18,7,2018-02-08,2019-02-25,2021-12-28,2022-05-22,2022-12-21,2024-07-06,51.08,0.6,Partially paid,99.2,0,Partial possession,1190,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00561,Madhya Pradesh,Indore,National Highway,48.08,34.99,92,19,2018-12-23,2020-12-19,2021-01-07,2022-04-28,2022-05-16,2023-10-14,63.76,8.19,Partially paid,95.8,1,Partial possession,841,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00563,Rajasthan,Ajmer,Railway,58.13,37.66,102,15,2025-07-18,2027-12-12,2029-08-23,2029-12-22,2031-05-26,2033-07-26,239.83,10.44,Pending,100.0,1,Pending,1764,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00565,West Bengal,Howrah,National Highway,81.73,36.36,172,30,2025-01-28,2025-11-16,2026-11-13,2027-01-27,2027-11-12,2029-09-17,247.63,10.97,Pending,91.5,4,Pending,841,67,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00566,Tamil Nadu,Chennai,Urban Development,33.85,26.54,62,11,2023-03-22,2024-02-10,2024-04-29,2024-08-05,2025-07-10,2026-02-27,80.22,5.3,Partially paid,83.2,0,Partial possession,505,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00570,Rajasthan,Alwar,Industrial Corridor,19.51,7.82,36,7,2024-03-31,2024-05-30,2027-07-03,2028-01-26,2028-10-09,2029-04-28,66.3,2.36,Pending,97.2,0,Pending,1060,68,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00572,Tamil Nadu,Coimbatore,Industrial Corridor,54.36,47.52,98,17,2024-03-31,2024-06-12,2025-02-23,2030-09-25,2031-05-02,2033-01-16,157.26,4.63,Mostly paid,100.0,4,Partial possession,2557,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00573,Madhya Pradesh,Indore,Renewable Energy,112.84,76.36,199,40,2023-05-24,2024-12-28,2025-09-02,2028-12-26,2030-04-14,2032-06-11,157.26,15.62,Partially paid,91.2,7,Partial possession,2732,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00576,West Bengal,Howrah,Urban Development,26.16,16.53,44,7,2016-03-19,2016-11-22,2018-08-25,2020-08-22,2021-02-18,2021-04-15,66.16,3.32,Partially paid,100.0,1,Pending,777,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00579,Karnataka,Bengaluru Urban,Irrigation,23.56,17.56,42,6,2019-03-18,2019-07-11,2020-06-21,2024-05-05,2024-12-10,2026-12-24,28.19,2.81,Partially paid,96.6,0,Partial possession,1753,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00581,Karnataka,Mysuru,Renewable Energy,63.05,34.37,98,22,2020-08-20,2021-06-10,2022-05-09,2026-01-18,2026-05-12,2028-03-13,199.63,3.03,Pending,100.0,3,Pending,1994,63,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00582,Odisha,Sambalpur,National Highway,13.03,8.76,20,3,2023-10-09,2025-04-13,2027-04-23,2027-11-03,2028-01-01,2029-06-15,17.99,0.91,Partially paid,100.0,0,Partial possession,1276,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00583,Uttar Pradesh,Lucknow,Renewable Energy,25.97,13.08,39,6,2018-11-27,2019-03-16,2022-01-14,2025-06-13,2026-09-27,2027-02-24,66.17,3.88,Pending,89.7,1,Pending,2422,63,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00586,Bihar,Gaya,Urban Development,27.07,24.86,51,10,2022-05-24,2024-03-13,2024-12-11,2027-03-20,2027-05-25,2027-07-15,27.62,3.05,Mostly paid,100.0,2,Substantially complete,1377,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00587,Tamil Nadu,Madurai,Urban Development,16.85,3.79,22,3,2024-09-18,2025-06-26,2026-01-27,2029-06-16,2029-11-23,2031-07-09,36.07,0.7,Pending,100.0,1,Pending,1573,71,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00589,Bihar,Patna,Irrigation,60.24,52.65,87,13,2020-06-29,2021-04-10,2022-02-13,2025-05-28,2025-10-12,2027-12-20,51.67,9.06,Partially paid,100.0,2,Partial possession,2106,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00590,Gujarat,Surat,Urban Development,23.27,17.49,46,7,2019-01-19,2019-10-20,2020-03-07,2021-05-28,2022-09-25,2022-12-06,39.58,2.95,Partially paid,92.0,0,Partial possession,339,38,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00591,Gujarat,Rajkot,National Highway,136.09,80.86,239,42,2021-03-04,2021-09-02,2022-10-14,2027-06-27,2028-05-03,2028-10-19,483.95,20.08,Pending,94.9,6,Pending,2109,64,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00592,Madhya Pradesh,Gwalior,Urban Development,44.61,9.96,87,11,2024-07-17,2026-04-16,2028-05-16,2030-06-14,2031-11-22,2032-03-28,94.4,3.13,Pending,89.3,0,Pending,2307,73,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00594,Rajasthan,Jaipur,Urban Development,87.08,66.0,159,30,2025-10-27,2027-02-26,2030-02-02,2031-12-25,2032-07-28,2034-04-07,271.55,18.14,Partially paid,90.9,2,Partial possession,2154,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00597,Maharashtra,Aurangabad,Railway,98.85,82.97,163,24,2016-11-15,2017-04-08,2017-10-24,2019-06-03,2020-08-12,2021-11-11,408.31,8.63,Partially paid,100.0,1,Partial possession,852,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00604,Rajasthan,Kota,Renewable Energy,89.45,66.79,160,29,2017-08-24,2019-03-17,2020-04-30,2021-11-24,2022-07-05,2023-04-13,367.78,9.82,Partially paid,100.0,6,Partial possession,1448,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00606,Karnataka,Mysuru,Railway,16.96,16.05,28,4,2020-04-04,2021-08-05,2023-09-28,2025-05-04,2026-11-14,2028-03-27,33.65,2.68,Mostly paid,100.0,2,Substantially complete,1891,47,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00607,Tamil Nadu,Madurai,Industrial Corridor,17.21,16.8,29,3,2017-08-11,2018-04-23,2021-02-04,2021-07-28,2022-06-17,2022-07-05,66.79,2.97,Mostly paid,97.5,0,Substantially complete,751,47,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00609,Bihar,Bhagalpur,Railway,14.27,11.32,18,4,2020-08-24,2021-09-18,2022-02-20,2025-09-27,2026-12-23,2027-05-07,44.9,0.67,Partially paid,91.0,0,Partial possession,1862,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00612,Odisha,Bhubaneswar,Industrial Corridor,48.81,44.1,89,19,2018-06-24,2018-11-12,2019-04-01,2023-03-19,2024-09-25,2025-05-16,183.43,8.24,Mostly paid,78.3,2,Substantially complete,1863,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00613,Tamil Nadu,Coimbatore,Irrigation,40.33,24.71,84,19,2020-07-08,2021-03-06,2023-03-04,2025-11-01,2026-01-11,2027-12-20,142.01,9.85,Pending,90.1,3,Pending,1726,62,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00614,Madhya Pradesh,Ujjain,Railway,151.6,75.84,273,52,2019-01-22,2019-10-11,2021-12-22,2022-11-02,2023-05-09,2024-02-25,606.88,19.96,Pending,92.8,9,Pending,975,66,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00615,Tamil Nadu,Chennai,National Highway,15.57,11.92,30,3,2024-10-09,2025-04-15,2026-05-09,2029-03-19,2030-02-22,2030-11-20,68.27,2.8,Partially paid,93.2,0,Partial possession,1085,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00617,Tamil Nadu,Chennai,Irrigation,26.67,16.71,40,6,2016-06-20,2017-06-08,2020-05-27,2020-12-02,2021-06-17,2021-08-13,24.09,3.2,Partially paid,100.0,1,Pending,838,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00618,Maharashtra,Nashik,Industrial Corridor,158.35,147.73,303,49,2017-09-17,2018-01-17,2018-06-17,2021-04-21,2021-12-26,2023-06-23,474.95,9.55,Partially paid,100.0,8,Substantially complete,930,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00621,Madhya Pradesh,Ujjain,Industrial Corridor,31.81,25.74,62,15,2017-11-12,2018-05-01,2018-05-03,2024-03-26,2025-03-04,2026-10-27,124.29,1.74,Partially paid,97.7,1,Partial possession,2485,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00622,Bihar,Muzaffarpur,Renewable Energy,77.44,52.35,130,29,2019-09-06,2020-11-12,2021-05-11,2026-03-25,2027-04-08,2029-03-15,281.98,15.48,Pending,96.2,5,Partial possession,2778,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00624,Karnataka,Mysuru,Irrigation,69.96,57.31,133,20,2024-11-14,2026-01-21,2026-01-30,2029-12-12,2030-09-13,2032-05-13,188.8,5.29,Partially paid,95.2,1,Partial possession,1725,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00628,Rajasthan,Jaipur,National Highway,9.14,7.42,11,3,2021-04-19,2022-07-06,2023-11-21,2026-07-15,2027-06-27,2028-03-27,14.4,1.22,Pending,97.8,0,Partial possession,1794,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00631,Rajasthan,Kota,Industrial Corridor,48.13,33.16,93,20,2023-12-15,2024-07-24,2028-02-18,2029-03-09,2030-04-04,2032-04-27,43.22,3.97,Pending,100.0,1,Partial possession,2058,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00633,Karnataka,Mangaluru,Railway,136.83,80.74,249,37,2020-03-03,2020-07-23,2024-06-20,2025-06-18,2025-09-30,2025-10-19,558.94,27.99,Pending,98.9,5,Pending,1492,61,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00634,Maharashtra,Nashik,Railway,57.88,41.24,87,10,2016-10-11,2018-07-21,2019-11-16,2020-04-16,2020-10-24,2021-01-29,73.81,7.23,Partially paid,93.6,4,Partial possession,1007,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00635,Tamil Nadu,Madurai,National Highway,4.66,3.11,11,2,2019-07-07,2021-01-22,2022-08-26,2025-05-25,2025-07-10,2025-07-30,16.47,0.26,Partially paid,100.0,0,Partial possession,1399,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00636,Odisha,Cuttack,Urban Development,71.11,46.72,121,24,2022-12-17,2023-10-23,2025-05-25,2027-06-08,2028-02-20,2028-08-04,104.99,9.2,Partially paid,100.0,4,Partial possession,1463,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00639,West Bengal,Kolkata,Industrial Corridor,82.11,56.23,159,32,2023-11-04,2024-11-17,2025-12-24,2028-01-16,2028-07-06,2030-09-03,166.91,14.17,Partially paid,100.0,1,Partial possession,1800,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00640,Odisha,Bhubaneswar,Urban Development,17.29,7.47,23,3,2016-07-18,2017-06-28,2018-07-29,2022-10-08,2024-04-23,2026-06-24,21.82,1.14,Pending,92.6,0,Pending,2579,66,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00641,Uttar Pradesh,Agra,Renewable Energy,5.78,4.53,13,1,2025-01-20,2027-02-05,2029-04-01,2029-06-08,2030-05-14,2030-11-11,16.51,0.45,Partially paid,100.0,0,Partial possession,1583,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00642,Bihar,Bhagalpur,National Highway,135.04,63.9,219,33,2023-12-10,2025-05-22,2026-01-16,2026-10-09,2026-11-27,2028-03-25,290.82,20.81,Pending,100.0,4,Pending,919,64,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00645,Uttar Pradesh,Varanasi,Urban Development,70.35,65.48,122,29,2018-08-05,2020-05-30,2021-07-08,2022-12-25,2024-02-28,2025-09-18,91.71,6.82,Mostly paid,90.6,4,Substantially complete,1736,49,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00648,Karnataka,Mysuru,Urban Development,25.94,23.37,43,12,2025-07-25,2027-10-10,2028-09-12,2029-12-14,2031-05-23,2032-04-14,63.18,1.7,Partially paid,91.5,2,Substantially complete,1401,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00649,Bihar,Gaya,Urban Development,21.56,8.59,46,12,2019-09-26,2021-06-09,2024-02-07,2025-01-09,2026-01-26,2027-03-11,78.12,3.11,Pending,97.6,0,Pending,1714,65,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00652,Maharashtra,Nashik,Urban Development,23.3,13.17,44,16,2017-01-22,2018-11-03,2019-10-20,2021-05-21,2022-08-14,2022-12-15,66.04,3.85,Partially paid,83.0,2,Pending,1491,62,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00653,Karnataka,Mangaluru,Urban Development,41.04,34.62,76,15,2016-01-04,2016-08-28,2018-04-06,2019-03-22,2020-11-03,2021-02-18,154.49,7.92,Partially paid,100.0,5,Partial possession,1053,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00655,Uttar Pradesh,Lucknow,National Highway,9.32,6.49,16,2,2020-07-20,2022-09-13,2024-01-28,2026-01-12,2026-09-16,2027-04-10,21.95,1.36,Partially paid,92.4,0,Partial possession,1339,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00656,Gujarat,Rajkot,Industrial Corridor,50.43,25.11,89,20,2022-09-12,2023-07-14,2026-02-22,2028-02-23,2028-06-22,2029-06-04,63.78,8.68,Pending,86.8,4,Pending,1889,65,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00661,Gujarat,Rajkot,National Highway,53.98,32.44,99,20,2017-07-11,2019-03-07,2020-01-28,2022-06-03,2023-04-26,2025-06-12,44.29,5.87,Partially paid,98.5,2,Pending,1939,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00662,Bihar,Bhagalpur,Renewable Energy,27.55,21.16,40,10,2023-02-18,2023-09-19,2025-07-27,2027-04-05,2027-07-30,2029-03-08,39.92,0.94,Partially paid,100.0,1,Partial possession,1303,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00663,Rajasthan,Ajmer,National Highway,41.81,19.53,81,13,2024-07-16,2024-09-15,2027-10-13,2028-09-14,2030-03-19,2031-03-24,179.47,4.88,Pending,97.7,2,Pending,1282,63,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00664,Gujarat,Ahmedabad,Industrial Corridor,35.51,26.41,53,6,2024-12-02,2025-10-10,2026-06-19,2031-01-03,2031-07-16,2032-04-08,104.62,4.46,Partially paid,90.6,0,Partial possession,2000,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00665,West Bengal,Howrah,National Highway,5.53,2.54,8,3,2022-12-24,2025-05-07,2026-11-18,2027-04-14,2028-09-19,2030-05-17,21.58,0.72,Pending,100.0,1,Pending,1745,63,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00671,Rajasthan,Ajmer,Industrial Corridor,9.49,8.69,14,4,2017-04-19,2019-03-07,2021-01-30,2022-03-06,2022-07-22,2023-07-03,42.06,0.59,Mostly paid,84.5,2,Substantially complete,1729,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00672,Uttar Pradesh,Varanasi,Railway,42.38,34.86,80,12,2020-11-02,2021-08-10,2022-07-24,2024-02-02,2024-12-04,2025-10-10,81.02,7.62,Mostly paid,100.0,2,Partial possession,1189,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00676,Rajasthan,Kota,Irrigation,33.92,27.05,77,12,2021-09-26,2023-04-07,2025-03-19,2026-10-30,2027-09-09,2029-03-10,137.38,7.85,Partially paid,100.0,3,Partial possession,2104,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00677,Madhya Pradesh,Jabalpur,National Highway,8.38,5.04,15,4,2021-06-09,2023-03-02,2025-04-14,2025-08-13,2025-09-26,2025-12-21,18.94,1.05,Partially paid,100.0,0,Pending,513,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00682,Odisha,Bhubaneswar,National Highway,365.64,119.95,624,104,2018-07-28,2018-12-30,2019-10-31,2020-09-26,2021-07-27,2023-02-03,608.54,69.8,Pending,72.4,17,Pending,787,77,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00683,West Bengal,Kolkata,Industrial Corridor,3.83,2.43,7,1,2016-12-08,2017-02-13,2020-08-29,2022-07-27,2022-11-03,2023-10-07,10.14,0.74,Pending,91.7,0,Pending,1622,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00686,Maharashtra,Pune,Renewable Energy,32.79,11.23,62,12,2024-03-04,2025-02-15,2025-05-04,2028-04-29,2029-08-08,2029-11-03,74.9,4.89,Pending,69.6,3,Pending,1010,71,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00687,Bihar,Patna,National Highway,17.78,17.06,26,5,2018-04-20,2020-05-25,2021-08-23,2023-08-09,2024-06-25,2025-08-02,28.07,1.28,Mostly paid,100.0,0,Substantially complete,2114,46,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00688,Bihar,Bhagalpur,Renewable Energy,49.74,34.32,89,17,2021-07-20,2023-08-22,2025-03-30,2027-09-28,2028-04-13,2028-12-21,176.58,3.87,Partially paid,100.0,0,Partial possession,1566,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00689,Rajasthan,Kota,Urban Development,26.39,21.6,42,8,2024-07-24,2025-10-22,2027-02-14,2029-09-26,2030-08-20,2031-07-22,78.95,2.48,Partially paid,90.5,2,Partial possession,1817,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00690,Maharashtra,Thane,Industrial Corridor,13.12,7.49,23,4,2022-08-31,2023-06-03,2024-04-10,2029-03-14,2030-03-04,2031-02-22,54.1,2.27,Partially paid,97.7,0,Pending,2216,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00692,Bihar,Gaya,Railway,206.95,101.18,364,52,2021-04-16,2022-02-25,2024-04-04,2025-10-22,2026-07-27,2027-06-11,178.44,23.5,Pending,66.1,15,Pending,1413,73,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00693,Gujarat,Surat,National Highway,46.69,35.1,95,14,2019-08-31,2020-05-17,2023-08-27,2023-12-13,2025-03-21,2025-04-12,204.34,6.48,Partially paid,85.8,5,Partial possession,867,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00694,Karnataka,Bengaluru Urban,Urban Development,5.46,4.99,12,2,2016-02-07,2017-01-21,2018-07-17,2022-06-24,2023-03-16,2023-10-23,16.35,1.37,Partially paid,100.0,0,Substantially complete,1659,49,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00695,Uttar Pradesh,Agra,Industrial Corridor,51.98,35.91,103,21,2019-09-26,2021-03-20,2021-05-29,2022-11-26,2024-01-22,2025-03-22,156.19,5.19,Partially paid,70.2,2,Partial possession,1318,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00696,West Bengal,Bardhaman,Industrial Corridor,24.66,18.33,33,11,2018-04-30,2019-11-01,2021-05-16,2021-12-18,2022-06-20,2023-03-19,102.69,0.72,Partially paid,89.3,2,Partial possession,1165,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00697,Gujarat,Vadodara,Urban Development,30.1,20.88,54,15,2023-08-08,2024-04-18,2024-12-01,2029-12-13,2031-07-16,2033-05-11,98.01,4.83,Partially paid,100.0,0,Partial possession,2369,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00698,Gujarat,Ahmedabad,Renewable Energy,68.03,58.14,148,33,2016-08-18,2018-02-04,2020-11-11,2021-10-27,2022-03-22,2022-05-21,175.07,14.15,Partially paid,71.6,2,Partial possession,1246,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
